緯度の整数部分（度）,緯度の小数部分（分）,経度の整数部分（度）,緯度の小数部分(分),震央地名
39,31,141,14,岩手県内陸北部
39,31,141,15,岩手県内陸北部
39,31,141,16,岩手県内陸北部
39,31,141,17,岩手県内陸北部
39,31,141,18,岩手県内陸南部
39,31,141,22,岩手県内陸南部
39,31,141,25,岩手県内陸南部
39,31,141,28,岩手県内陸南部
39,31,141,29,岩手県内陸南部
39,31,141,30,岩手県内陸南部
39,31,141,31,岩手県内陸南部
39,31,141,32,岩手県内陸南部
39,31,141,33,岩手県内陸南部
39,31,141,35,岩手県沿岸北部
39,31,141,36,岩手県沿岸北部
39,31,141,38,岩手県沿岸北部
39,31,141,39,岩手県沿岸北部
39,31,141,40,岩手県沿岸北部
39,31,141,41,岩手県沿岸北部
39,31,141,42,岩手県沿岸北部
39,31,141,43,岩手県沿岸北部
39,31,141,44,岩手県沿岸北部
39,31,141,46,岩手県沿岸南部
39,31,141,48,岩手県沿岸北部
39,31,141,50,岩手県沿岸北部
39,31,141,52,岩手県沿岸北部
39,31,141,53,岩手県沿岸北部
39,31,141,55,岩手県沿岸北部
39,31,141,56,岩手県沿岸北部
39,31,141,57,岩手県沿岸北部
39,31,141,58,岩手県沿岸北部
39,31,142,0,岩手県沿岸北部
39,31,142,1,岩手県沿岸北部
39,31,142,4,岩手県沖
39,31,142,5,岩手県沖
39,31,142,6,岩手県沖
39,31,142,8,岩手県沖
39,31,142,18,岩手県沖
39,31,142,19,岩手県沖
39,31,142,20,岩手県沖
39,31,142,21,岩手県沖
39,31,142,22,岩手県沖
39,31,142,23,岩手県沖
39,31,142,24,岩手県沖
39,31,142,25,岩手県沖
39,31,142,33,岩手県沖
39,31,142,34,岩手県沖
39,31,142,35,岩手県沖
39,31,142,36,岩手県沖
39,31,142,37,岩手県沖
39,31,142,38,岩手県沖
39,31,142,39,岩手県沖
39,31,142,40,岩手県沖
39,31,142,41,岩手県沖
39,31,142,42,岩手県沖
39,31,142,43,岩手県沖
39,31,142,44,岩手県沖
39,31,142,46,岩手県沖
39,31,142,47,岩手県沖
39,31,142,48,岩手県沖
39,31,142,49,岩手県沖
